task,gt_rows,pred_rows,joined_rows,join_completeness,gt_cols,pred_cols,matched_cols,matched_numeric_cols,matched_categorical_cols,unmatched_gt_cols,unmatched_pred_cols,col_match_rate,true_positives,false_positives,false_negatives,correctness,completeness,output_yield,avg_numeric_rmse,avg_numeric_corr,avg_categorical_exact_match,avg_categorical_overlap,task_completion_percentage,task_complete,token_usage,steps,time_taken,avg_task_completion_percentage,number_task_complete,total_token_usage,avg_token_usage,total_steps,avg_steps,total_time_taken,avg_time_taken
task12_s3l8fd17,16111,12880,12880,0.7994537893364781,6,6,6,0,6,0,0,1.0,0,6,0,0.0,1.0,0.0,,,0.7081651138716357,0.6585648148148148,0.0,False,384787.0,13.0,457.5284540653229,,,,,,,,
task20_05vydf8o,16111,16111,16111,1.0,1,1,1,0,1,0,0,1.0,0,1,0,0.0,1.0,0.0,,,0.977282601948979,0.9,0.0,False,118934.0,8.0,143.21348905563354,,,,,,,,
task6__2v49onl,16111,14404,14404,0.8940475451554838,7,7,7,0,7,0,0,1.0,3,4,0,0.42857142857142855,1.0,0.42857142857142855,,,0.9996925457214266,0.9454545454545454,42.857142857142854,False,130159.0,7.0,183.70930814743042,,,,,,,,
task8_aevnxwhj,16111,16111,16111,1.0,4,2,2,0,2,2,0,0.5,0,2,2,0.0,0.5,0.0,,,0.9084786791633046,0.41666666666666663,0.0,False,191167.0,7.0,191.18056917190552,,,,,,,,
task3_zlsvf4cf,16111,16111,16111,1.0,1,1,1,0,1,0,0,1.0,0,1,0,0.0,1.0,0.0,,,0.9986965427347775,0.625,0.0,False,138005.0,10.0,138.10406708717346,,,,,,,,
task16_mwlqs2zb,16111,16111,16111,1.0,6,8,6,2,4,0,2,1.0,2,4,0,0.3333333333333333,1.0,0.3333333333333333,0.9075337186154351,0.9999986812044122,0.7675501210353175,0.8156862745098039,33.33333333333333,False,30936.0,4.0,72.77935695648193,,,,,,,,
task11_mwkp5b_m,16111,16111,16111,1.0,8,8,6,0,6,2,2,0.75,0,6,2,0.0,0.75,0.0,,,0.7401257939709929,0.9049145299145298,0.0,False,44187.0,5.0,82.88602209091187,,,,,,,,
task1_exc6fs_3,16111,15760,15760,0.9782136428527093,1,1,1,0,1,0,0,1.0,0,1,0,0.0,1.0,0.0,,,0.46313451776649744,1.0,0.0,False,304388.0,14.0,1241.6448140144348,,,,,,,,
task15_cs8qogc5,16111,16111,16111,1.0,2,2,2,0,2,0,0,1.0,0,2,0,0.0,1.0,0.0,,,0.5349761032834709,0.05555555555555555,0.0,False,51397.0,6.0,62.30427289009094,,,,,,,,
task2_oakrn8ms,16111,16111,16111,1.0,1,1,1,0,1,0,0,1.0,0,1,0,0.0,1.0,0.0,,,0.9998137918192539,0.8947368421052632,0.0,False,110335.0,8.0,108.06275987625122,,,,,,,,
task19_a5xc_mrv,16111,9408,9408,0.5839488548196884,2,2,2,2,0,0,0,1.0,2,0,0,1.0,1.0,1.0,0.0,0.9999999999999999,,,100.0,True,11012.0,3.0,16.20510983467102,,,,,,,,
task17_1y7q0hk3,16111,16111,16111,1.0,3,3,3,0,3,0,0,1.0,3,0,0,1.0,1.0,1.0,,,1.0,1.0,100.0,True,34503.0,5.0,70.2248215675354,,,,,,,,
task5_0pjv9ezh,16111,9791,9791,0.6077214325616038,5,5,5,0,5,0,0,1.0,0,5,0,0.0,1.0,0.0,,,0.7144929016443673,0.16523809523809524,0.0,False,168033.0,9.0,253.18961715698242,,,,,,,,
task18_jahw44z8,16111,14586,14586,0.9053441747874124,8,8,8,4,4,0,0,1.0,2,6,0,0.25,1.0,0.25,23.2710584342678,0.8645633538983111,0.9724393253805019,0.9150326797385621,25.0,False,126415.0,6.0,156.39640402793884,,,,,,,,
task4_ifqmuo6u,16111,9791,9791,0.6077214325616038,4,4,4,0,4,0,0,1.0,3,1,0,0.75,1.0,0.75,,,0.9927484424471453,0.96875,75.0,False,13680.0,3.0,30.750417947769165,,,,,,,,
task9_h950nbkg,16111,16111,16111,1.0,4,4,4,0,4,0,0,1.0,0,4,0,0.0,1.0,0.0,,,0.9067252187946123,0.7949999999999999,0.0,False,356197.0,13.0,388.0631458759308,,,,,,,,
task14_7tw9lixh,16111,16111,16111,1.0,16,13,13,0,13,3,0,0.8125,8,5,3,0.6153846153846154,0.8125,0.5,,,0.8619385703986288,0.7684981684981685,50.0,False,151692.0,7.0,192.86632895469666,,,,,,,,
task13_zx_z3zzy,16111,16111,16111,1.0,10,10,10,0,10,0,0,1.0,0,10,0,0.0,1.0,0.0,,,0.7354478306746943,0.9205096073517126,0.0,False,608908.0,17.0,478.72701692581177,,,,,,,,
task10_1l9r5mu9,16111,16111,16111,1.0,8,8,8,0,8,0,0,1.0,0,8,0,0.0,1.0,0.0,,,0.9633480230898144,0.8313301282051282,0.0,False,207334.0,7.0,413.32640981674194,,,,,,,,
task7_8pwcqaii,16111,16111,16111,1.0,5,5,5,0,5,0,0,1.0,1,4,0,0.2,1.0,0.2,,,0.9039786481286078,0.6923809523809524,20.0,False,398988.0,10.0,360.17258405685425,,,,,,,,
AGGREGATE,322220,296063,296063,0.918822543603749,102,99,95,8,87,7,4,0.9313725490196079,24,71,7,0.25263157894736843,0.9313725490196079,0.23529411764705885,11.862412646787758,0.9322813472502586,0.8497713146254208,0.77557958066472,,,,,,22.309523809523807,2.0,3581057.0,179052.85,162.0,8.1,5041.334969520569,252.06674847602844
